id,text,label
117030,"Dingen ophangen doe ik half twaalf of later, hangt er vanaf... Mensen zouden me helpen maar nu laat niemand iets van zich horen dus geen idee. Als ik t in mn eentje ga doen, kom ik pas later",1
117031," Sorry gister verjaardag van nolan, beetje droeloe ",1
117032,Woensdag en donderdag vrij maar woensdag wel gesprek over whatsapp onderzoek,0
117033,"Neen. Toen jullie gingen , zijn sam en kevin ook gegaan. En een half uurtje daarna ben k ook gegaan.",0
117034,Kwart over [REMOVED] hè,0
117035,Ben dinsdagavond bij m'n ouders... En dan donderdagavond pas weer terug,1
117036,Maar om [REMOVED] is het fucking druk en kan nu samen met bart,1
117037,[REMOVED] jullie zijn echt cute samen,0
117038,"Batt is bijna leeg maar ben zeven uur in nijm, kom wel langs je huis lopen goee",1
117039,Waar hebben jullie dan gegeten?,0
117040,Maar ik moet t toch printen voor vrijdag,0
117041,Nee nee ik moet het -eigenlijk- nog inkorten en nalezen en het nog heel interessant maken aangezien het nergens op slaat wat ik heb geschreven,0
117042,Parjeerplaats bijna,0
117043,Super kut we gaan nu fucking laat,1
117044,Maar moest even mee.. Vanavond weer in nimma,1
117045,Zag ik jou nou zondag met jochem appen?,0
117046,Ja.. Lekker samen slapen vanavond 😁,0
117047,Jaa maar waarop,0
117048, Heb een bericht gestuurd naar het bestuur van carolus ;) hopen dat ze het doen ,0
117049,Welke dag is dat,0
117050, Afgezien van je familie haha ,0
117051, Ik ga morgen wel naar statistiek 😩 ,0
117052,Haha een toon laten  zien nog wel?,0
117053,Deze week,0
117054,Kwart voor [REMOVED],0
117055,Wat ik nog wou vragen: wat doe je morgenavond?,1
117056,Drm stuurde ze bij ons zonder wenkbrauwen denk ik hahaha,0
117057,Zon formulier invullen wat ze ons toen had toegestuurd,0
117058, Ja was vanochtend niet helemaal helder ,0
117059,Dat slaat eigenlijk ook nergens op haha,0
117060,"Het is volgens mij echt een leuke kerel, mooi als hij erbij komt! Het is niet alleen aan het bestuur om daarvoor te zorgen, vind dat de jeugd hierin ook een kleine taak heeft",0
117061,Zullen we dan samen eten woensdag? Met z'n [REMOVED] en?,1
117062, Hoelaat ga je naar huis? ,1
117063,"Ben thuis aan de studie, zie je tijdens college 😉",1
117064,Vandaag mondelingen Nederlands. Morgen Vermeer. Nu dom genoeg nog wel op en meer naar [REMOVED] voor college.,1
117065,"Maar als hij net droog is, laat hem dan nog maar binnen hoor",0
117066,WAAROM REAGEERT JE NIET? IK ZIET TOCH BLAUWE VINKJES?!,0
117067,We moeten maar even zien haha,0
117068,Maar het duurt sowieso maar even en het heeft ook niet echt haast,0
117069,LAAT MAar,0
117070,Dus miss kunnen we samenfietsen,1
117071,"Ik ga ju naar de uni, als je zin hebt in koffie kwartiertje voor les let me know!",1
117072,Maar ja.. [REMOVED] avond genoten en de rest...,0
117073,Je muur...,0
117074, Hoe laat anytime? ,1
117075,En nu twijfel ik natuurlijk weer,0
117076,Maar daarnaast lijkt t me wel beperkend voor jo,0
117077,Lekker dagje weggeweest met pa?,0
117078,Hoef dit weekend maar van [REMOVED] tot [REMOVED] te werken,1
117079,Hoelaat?,0
117080, Die laatste is heel vaag ,0
117081, Gegarandeerd lachen echt waar ,0
117082,Nee sorry net morgen moey ik wel eerste uur naar school,0
117083,Heb echt geen zin vandaag Mja geld verdienen h,0
117084,Waarheen?,0
117085,Schoenen kopen gaat niet door... Wat is het plan rond [REMOVED]? Is het ver reizen? Is het duur? Hoe laat zouden we terug zijn? Dan wil ik misschien toch wel mee,0
117086,Waar?,0
117087,Of ik de auto mee kan nemen vanavond 😘,0
117088,Dan ben je in de buurt 😜,0
117089,Is wel savonds ofc;),0
117090,Maar hij zei dat je kan komen wanneer je wilt en het duurt tot elf uur,0
117091,Stuur die blz eens,0
117092,Kunnen jullie me vanavond ophalen bij maud,1
117093,Maar het is bijna het einde van de avond,0
117094,Is goed! Onder de klok in het [REMOVED]? Dan kunnen we even vragen of het bestuurshok vrij is en anders zoeken we gewoon beneden ergens een plekje,1
117095,Ik ben helemaal vergeten je beschermers mee naar den helder te nemen 😱! Had je er haast mee? Want anders neem ik ze volgende week gewoon mee,0
117096, Moet morgen [numerical_value] uur op de soos zijn ,1
117097,"Tante maria belde me net trouwens, ome theo heeft nog geen idee hoelaat hij precies in cuijk is, maar ik moest m vrijdag maar bellen en zeggen waar ik precies stond wqnt anders kleine kans dat ik m zag",1
117098,En twee weken geleden had ze [REMOVED] zo weinig zuurstof als papa,0
117099,Ik eet bij m'n ouders en zou daarna met Kas boodschappen doen voor familieweekend maar die doet hij nu in z'n eentje,1
117100,Maar ze zei dat ze het vandaag af zou hebben,0
117101,Ja elke maand [REMOVED] he.,0
117102,Mijn ouders en broertje komen graag zondag op de thee. Zelf ben ik er vanavond of morgenochtend weer (etentje in [REMOVED] [REMOVED] dus misschien slaap ik bij [REMOVED]),1
117103,Heb je de auto nog nodig het weekend????,1
117104,Jij slaapt er vanavond?,1
117105, Waar ben je eten? ,0
117106,Weet ik niet precies. elf uur - half vier?,0
117107,"Als het leren een beetje oke gaat kom ik s avonds wel,",1
117108,Kijken veel vrouwen daarnaar?,0
117109,Eerder is wel leuk maar zeg maar wat jij wil,0
117110,"Heej, ja sorry was op stal en had m niet gehoord. Maandag ging wel prima. Ga morgen naar papa om vrijdagochtend vroeg weer naar de school te gaan.",1
117111, Kom je zo anders even langs? Samen eten? ,1
117112,Vrijdag voor de kwek is er de kwek-prom omdat het evenement al [REMOVED] jaar bestaat,1
117113,Nah beetje natte sneeuw de hele dag,0
117114, Hoelaat ben je er dan denk je? ,1
117115,Ja samen eten is ook leuk idd!!,0
117116,"Ik ben er rond 10, nu nog in [REMOVED] [REMOVED]. Maar jij bent er vanmiddag dus wel?",1
117117,Vertel morgen maar,0
117118, Jaa dat komt morgen😉 ,0
117119,Carmel komt vanavond ook wil je mee?,1
117120,"Bah, echt zwaar irritant!",0
117121,Als je er bij nadenkt slaat het nergens op,0
117122,Zie jullie al samen in die keuken,0
117123,Poepje! Ik ga nu slapen. Ik hou van je! Ik zie jou overmorgen! 😘,0
117124,Samen fietsen? Tien voor tien coffeeshop?,1
117125,En dan stuur ik dat je terug vanavond oke?,0
117126,Dan kunnen we het papieren komende week voor de vakantie inleveren,0
117127,Wat een kut opdracht is literatuur,0
117128,Straks wordt je ontslagen haha,0
117129, Was een mooie avond! ,0
117130,Wat heb jij dit weekend?,0
117131,Het zijn iig allemaal.vrouwen voor zover ik kan zien ;,0
117132,Hoihoi hoe heet de collega van je vader die ook naar mannenweekend gaat?,0
117133,Is cool tot straks ;),0
117134,Dacht dat die andere [REMOVED] zouden samenkomen,0
117135, Vanavond mijn huis. Trek maar iets moois aan ,1
117136,Maar wist je ook dat V zeer veel last heeft van ochtendzieke,0
117137,Een pakketje bij de slijter halen voor iemand die zaterdag jarig is,0
117138,Waar ben je???,1
117139,"Hoi! Ik heb nu college van een mevrouw die [REMOVED] heet, waarom moet ik nu aan een orkaan denken?",0
117140,O haha heb niks gemerkt! Ja is snel gegaan hè! Nee ik ga morgen ook niet! Nog even een extra dagje vrij hè!,0
117141, Morgen heb ik trouwens dat gesprek ,1
117142,Kan je toevallig ook een uurtje later?,1
117143,Ik heb ook gewonnen vandag trouwes!,0
117144,Waar gingen jullie heen dan?,0
117145,Waar was jij gisteren?,0
117146,Ik doe rond half zes boodschappen. Wie eet er mee vanavond?,1
117147,"Ik vroeg me iets af: je zei gister dat we geen gezamenlijke conclusie hoeven te schrijven, maar hoeven we dan ook geen eigen conclusie te schrijven aan het eind van iedere analyse? Waarin dan staat dat HH de maatschappij weerspiegelde?",0
117148, Hoelaat sta je op.? Ik morgen ook nog dingen doen ,0
117155,Ik heb een voorkeur voor donderdagavond,1
117158,Wat wil je afspreken? Wil je me morgen ochtend een berichtje sturen over hoe je je voelt en dan beslissen hoe of wat?,1
117160,Wilde je nog mee naar [REMOVED] vrijdag?,1
117162,Zeg maar. Dan laat ik ze morgen thuis of geef ik ze aan jeroen bij cc,1
117164,Maar dat neem ik zondag dan wel mee,1
117170,"Oké tot morgen dan, hoe laat zal ik er zijn?",1
117173,Daarna heb ik dan een date ;),1
117181,Nu met mn ouders in het airport hotel na vandaag beetje door [REMOVED] tr hebben gewandeld,1
117185," Chapper is geweest, [numerical_value] tent is al opgezet, briefjes doe ik dadelijk door de deur, jij kunt komen wanneer je wilt, wilde jij hier mee eten? Kipfilet bonen en aardappelen ",1
117193,Happy birthday [REMOVED]!! Hopelijk heb je een leuke en fijne dag al vandaag en tot vanavond! Xx,1
117194,Dinsdag rond [REMOVED]?,1
117196,Hoe laat ben je thuis?,1
117202,[REMOVED] vraagt om het voorstel van bij haar eten een week uit te stellen,1
117204,Heb je morgenavond tijd?,1
117208,Veilig terug in NL! Ik blijf zeer waarschijnlijk vannacht bij m'n ouders slapen en kom dan morgen richting [REMOVED],1
117212, Hoelaat zullen we doen? ,1
117213,Dan ben je er al vroeg toch?,1
117219, Moet straks.nog wel langs huis. Ben me sleutel en portemonnee Vergeten ,1
117220,Ik kan je wel meeten op het station als je wil?,1
117226,"Is het goed als ik morgen iets eerder kom, dat we iets meer tijd hebben? Half [REMOVED] ofzo?",1
117230,Tot morgen,1
117231,Vanmiddag als ik thuis ben,1
117236,Fietsen wij samen vnv?,1
117238, Half [numerical_value] trein of [numerical_value] uur? ,1
117239,Ik heb gisteren gesquasht en vanmorgen gezwommen en morgenmiddag ga ik hardlopen,1
117241,Waar wordt je afgezet,1
117243,Wanneer ga je richting stad?,1
117258,Helleuu! De laatste vakantie-uurtjes zijn aangebroken :'( Hoe laat pakken jullie morgenvroeg de trein? Xxx,1
117259,Moet je morgen nou al afrijden?,1
117264,Okeee ik ga morgen wel met zo'n bord lopen dat je aan kan trekken,1
117268,Misschien kunne we toch [REMOVED] samen fietse!!!,1
117270,He sander ik ga denk morgen naar die masterclass. Kw voor [REMOVED] bij cc[REMOVED] toch? ,1
117272,Ga je vanavond trainen? Ik ben niet thuis Moet werken. Xxx,1
117277,Ik kan vrijdag zowieso niet mee naar paardrijden,1
117278, Kan hier heen komen maar kan je niet voorzien van bier. Ben out of ammo ,1
117279,Doe ik straks ik moet nu werken,1
117280,"Ik was ernstig aan het kloten met het avondeten, de oven wilde niet warm worden, en toen ik mijn maaltje op had was het tijd om naar de kruidvat te fietsen om [REMOVED] op te halen voor  bandavonddingetje",1
117281,Kerstavond is altijd met ons drieen kadootjes.. en [REMOVED] januari vind mama geen fijne dag want dan moeten we de familie af..,1
117284,"Haaa zus,   jaa dat zal wel lukken haha :) en dankuwel, ben best bang stiekem, je krijgt de groetjes van oma die wel [REMOVED] zei dat je een schat van n keind was haha      wil je.trouwens even de naam van het hotel doorgeven? De ouders van shanice hebben m ook niet..    heeeel veel plezier, ik ben jalpers hoor ): en tot vrijdag xxxx ",1
117285,"Hee! Gaan we woensdag samen naar dat feest of ga jij met mensen van campus in beeld [REMOVED]? Ik zag dat jij ook ging [REMOVED], mss kunnen we van tevoren wat afspreken. Xx",1
117295,Hoooi [REMOVED]! Hoe laat wilt u daten vanavond?,1
117298,vijf uur sta ik buiten hoor haha,1
117307,"Hai simoon, je hoeft niet op ons te wachten, wij zitten nu nog in de auto, zullen waarschijnlijk of precies om kwart voor daar zijn of ietsje later",1
117312, Ik rij nu naar duiven en daarna nog ff naar de soos met marius ,1
117317,"Heej, wat voor beleg heb jij allemaal nog maandag? Voordat [REMOVED] en ik dingen dubbel halen. Xxx",1
117320, Laat maar even weten als je er bent ,1
117325,Van hoe laat tot hoe laat ben je aan het fitnessen? Ik heb nl elf uur tot ongeveer elf uur afspraak,1
117328,Uur of acht?,1
117330,Ik hoef helemaal niet in leiden te zijn verder vandaag dus ik vind het handiger als ik thuis eet,1
117332,Hoe laat morgen? En moest naar [REMOVED] beukenlaan toch?,1
117334, Morgen weer lekker naar nijmegen meid. ,1
117335, Yo morgen treintje om half [numerical_value] ,1
117348,Want ik moet smiddags weer naar fleur voor die versieringen enzo,1
117350, Ben over een uurtje terug ,1
117352,We gaan eerst vergaderen en hebben om [REMOVED] gereserveerd. Als het al niet meer gezellig is bij de cocktails kan ik als je nog niet in bed ligt ook nog bij je thuis langskomen als je wilt. Zien we vanavond wel,1
117358,Zin om met mij te eten vanavond?,1
117361,"Prima hoor, ik kook wel wat. Kan je vanuit het station gelijk mijn kant op en dan staat het eten klaar 😁",1
117363,Maar jammer dat ik je niet zie vanavond!,1
117367,[REMOVED] is om tien uur op [REMOVED] centraal.. Zullen we daarheen gaan? dan kunnen we niet verdwalen,1
117371,"We willen al om [REMOVED] de bus hebben. En [REMOVED] gaat ook mee :pMaar ik vind het leuk als je meegaat, al vind ik wel dat we dan ergens volgende week alsnog wel moeten teeën of zo.",1
117380,"Hoi mop! Hoe is het daar? Ik zit nu in de trein naar werk. Ben maar beetje eerder, moet nog eea doen. Ik heb trouwens de laptop helemaal voor je opgeladen mocht je breaking bad willen kijken",1
117382,"Hey, fijne vakantie gehad? Ik heb mijn tentamen toch nog gehaald met een [REMOVED] en een opdracht die ik in moest leveren met een [REMOVED] :) Zeg je het ook tegen ons mam? Tot zaterdag xx",1
117386,Je bent welkom vanaf vroeg in de ochtend ;),1
117391,"Hee [REMOVED]! Ik weet niet waar op de wereld je bent, maar mocht je thuis zijn, zullen we dan binnenkort samen eten? Ik ben benieuwd naar de [REMOVED]! :)",1
117395, Ik denk wel dat ik vanavond nog.blijf ,1
117396,Hoe laat ben je hier? [REMOVED] of zo?,1
117398, Morgen chill dagje met [REMOVED] ,1
117413,Mama ik ga zondag trouwens om [REMOVED] vakantie bespreken bij maud,1
117414,"Doe ik, ik zie je morgen!",1
117417, Ja ik kom naar nijmegen straks ,1
117419,[REMOVED]. Hadden we om drie uur afgesproken of om hwlf [REMOVED]?,1
117424,Moet zelf op donderdag iets inleveren waarvan ik dacht dat het op woensdag moest... Maar de extra tijd kan ik misschien goed gebruiken dus dan is voor mij spelletjes op vrijdag beter,1
117434,Ga jij wel naar [REMOVED] zaterdagavond?,1
117438,"Oké, dinsdag om vijf uur?",1
117439,Wat gaan jullie vandaag nog doen?,1
117442, Maar kan ook even smiddags naar jou komen ,1
117450,Jaa savonds,1
117457,"Ok, ik zal het zo opnieuw opsturen. Ik ben nu namelijk niet thuis, maar in een half uurtje wel weer.",1
117458,Prima. Overdag naar rijksmuseum?,1
117461,Hee! Het plan is om in de week van [REMOVED] juni iets af te spreken. Dan bespreek ik eerst dingen met je en later in de week wilden we vergaderen met het huidige en nieuwe bestuur samen. Ben je er die week?,1
117465,Ik ga vroeg de bieb in morgen! ,1
117466, Laat maar weten als je er bent ,1
117468,Dus vanavond eten in den haag? Of morgen lunch oid,1
117470,Ik kan morgen ook niets doen want moet werken,1
117474,Nou [REMOVED] ik ben inmiddels in de stad :D we staan nu nog op koningsplein,1
117481,Heb me helemaal verslapen dus ben echt pas half negen daar laat t dan wel weten ,1
117482,We zien jullie vanavond dan gewoon!,1
117486,En je hebt geluk dat jullie er niet zijn vanavond anders had ik je wakker gemaakt om me te brengen,1
117493,We hebben een appartementje gehuurd en daar ben ik nu,1
117496,Open dag op han met [REMOVED]. Voor zijn master,1
117502,"Nee we hebben het niet kunnen vinden! Maar zal de komende dagen nog rondvragen :) Koortslip is trouwens niet gekomen, heel raar maar gelukkig. Het was een citroen [REMOVED] geworden. Leuk autootje ;) Lekker rondgereden en veel van het eiland gezien. Morgen gaan we met de boot mee dus ben benieuwd! En jij lekker vakantieeee! Lekker he! Alvast een heeeele fijne vakantie als ik je niet meer spreek maar we appen! Groetjes daar xxx",1
117504,"Hoi jonathan! Ik kan vandaag eerder komen als je wil, ik ben vanaf nu vrij. Laat maar weten!",1
117505,Dinsdag eten bij [REMOVED] toch?,1
117507,"Wanneer zullen we koffie doen? Ik ben dinsdag overdag ineens onverwacht vrij, is dat iets?",1
117510,kan jij afspreken,1
117513,"Je moet trouwens zo maar je fiets op het station laten staan of voor poppedijn parkeren, het is hier er druk",1
117518,Kunnen we woensdag trouwens niet in de kelder?,1
117521, Heb woensdag ochtend een afspraak ,1
117522,Wanneer housewarming?,1
117523,Maar goed ben dus half uur later ,1
117527,Vanavond maar? Ben het helemaal vergeten 😳,1
117532,"Ja hoor, denk dat ik morgen pas naar [REMOVED] ga dus mail maar",1
117533,[REMOVED] en ik borrelen nog even straks,1
117538,Maat vind je het goed als we morgen wat gaan drinken. Wil nog even iets afkrijgen en moet vanavond naar barneveld. ,1
117539,Ooh shit ik vergeet alleen helemaal dat ik morgen me rijexamen heb om die tijd ,1
117551,Ik zo ook dus slaap lekker tot morgen!,1
117553,Ik ga nu slapen. Ik app je morgen wel over hoelaat ik langskom,1
117564,Waar ben jij,1
117565,Hee [REMOVED]! Hoe issie?? Ben jij van plan morgen naar dat hoorcollege van [REMOVED] te gaan?,1
117569, Laat maar weten hoelaat je er bent schat ,1
117575,"Hee, ik ben denk ik de [REMOVED] t/m de [REMOVED] weer even in [REMOVED].En: vinden jullie het oké als ik op zaterdag [REMOVED] januari in de middag m'n familie uitnodig om m'n verjaardag te vieren en te laten zien waar ik woon?",1
117578,Heeee! Eum hoe laat is dat? Ik wil wel namelijk!,1
117579,Vanavond naar die NSN-shit?,1
117581,En dinsdag klinkt zeker goed ,1
117582,Ik bedoel natuurlijk tot straks!! X,1
117588,"Ben je workie workie? Ik dacht anders kunnen we record store day, speciale plaatjes vinden enzo",1
117590, Wanneer ga jij dan? ,1
117594,Ik ben morgen thuis,1
117595, Ga er over een half uurtje heen ,1
117599,"Nog beter idee, kom woensdagavond mijn auto maar halen, dan kinnen we donderdagochtend hier beneden afspreken....",1
117601, Jij bent morgen gewoon hele dag thuis? ,1
117603,Nee! Zal ik dan daarna nog even echt langskomen?,1
117605,Ik ben donderdag zo'n beetje de hele dag in [REMOVED] ben jij daar dan toevallig ook? [REMOVED] en ik gaan na het avondeten richting [REMOVED],1
117616, App maar hoelaat je naar huis gaat ,1
117617,Ok!! Tot strakss!! Zxxxx,1
117620,Hoe laat zullen we doen,1
117623,Het wordt twaalf uur voor mij:p zit net in de trein! ,1
117626,Hoe laat wilden jullie gaan?,1
117628,[REMOVED] maart twaalf uur en dan spreken we dan voor de week erna wel af,1
117631,Hoi liefje! Super goed! Ik ben nu ajax aan het kijken :). Weet je al hoe laat je thuis ben?,1
117634,"Heej [REMOVED], ga je vanavond ook naar de les? Zo ja, zou ik dan weer mee kunnen rijden? Groetjes, iris",1
117635,Vrijdag weer naar jou ;-),1
117637, Ben er met de vrijmibo. Maar straks nog even studeren dus ben al weer weg als jij er bent ,1
117641,Ik haal [REMOVED] straks wel ff op van de bushalte,1
117642,"[REMOVED], we hebben mentoruur",1
117646,Waar ging je nou heen op zondag?,1
117648,Dan zie ik je donderdag wel ,1
117659,dus zou op zn vroegst vijf uur in maastricht kunnen zijn,1
117662,En dan vanavond even met jou en dilara stress-relief,1
117663,En elke tweede zaterdagochtend van de maand doen we duopaaldansen,1
117667, Ga je daarna nog borrelen? ,1
117669,Ojaa vrijdagavond kunnen we mss wat gaan drinken met michelle en nog een paar?,1
117670,"[REMOVED], vind je het oké om komende week in de kelder te overnachten? Dat geeft ons allebei wel wat meer ruimte voor onszelf. Ik overleg even of je de sleutel kunt krijgen, dan kun je gewoon in en uit wanneer je wilt.Welke nachten wilde je ook alweer blijven?",1
117675, Maarja dan kan ik pas [numerical_value] uur ofzo in eindhoven zijn ,1
117679,Jij bent er rond [REMOVED] dan vanavond toch?,1
117682,Dus ik moet de laatste trein pakken,1
117683,;p vanavond wel weer in nimma,1
117686,"Hey sinan, sorry als ik je wakker maak, maar ik wilde vragen wat jij doet.. Ik rij over iets van een half uurtje weg naar [REMOVED] weer. Blijf jij nog een nachtje in [REMOVED]?",1
117687,"Hoe laat, waar?",1
117690,wij gaan gewoon vreten dus zien je wel verschijnen x,1
117691,Hoelaat denk je thuis te zijn/ben je er bijna?,1
117698,Hoe laat ben je bij val?,1
117700,Maandag kunnen we ook komen:),1
117701,Samen fietsen?,1
117702,Nee tot half elf. Daarna nog met de trein naar huis,1
117703,"Ik zou vanavond na toneel naar m'n ouders gaan, morgenochtend een afspraak in [REMOVED]. Ik hoop dat ik nu even kan slapen en dan op wonderbaarlijke wijze meteen weer beter kan worden zodat ik alsnog weg kan vanavond...",1
117704,Kan mam/pap me over wen halfuurtje komen halen maybe?,1
117710," [REMOVED] we doen na diplomauitreiking met naar lidl gaans, die is tot [time] open, smam heeft vanmiddag de auto nodig ",1
117717,"Hee, hoe was je week? Ja [REMOVED] is wat mij betreft prima, mn trein is er ook om [REMOVED] als t goed is ;) Die uit [REMOVED] ook of niet?",1
117719,Is er morgenavond ook iemand? Ik eet bij [REMOVED] want zijn huisgenoot is een weekend weg en hij heeft ook katten...,1
117721,Cool cultuurcafe over [REMOVED] min?,1
117723,Niet voor vier uur liefst :p,1
119155,"Maar woensdag kom ik denk ik wel even langs, ook al is mijn hulp dan niet echt nodig",1
119206, Moet ik anders straks voor je koken? ,1
119230, Ben al klaar dus ben wel om [numerical_value] bij jou ,1
119235,Maar we gaan niet samen ik zie je morgen pas,1
119259,Wij zijn ook iets later. Stappen nu op de fiets,1
119341, Half [numerical_value] ben je hier? ,1
119382,Ik moet gaan sorry tot morgen,1
119429, Kom er zo aan ,1
119559,Hoi liefje! Ik zit nu in de trein :). Ik zie jou vanavond :). Love you!,1
119569,Kan jij vandaag afspreken,1
119650, Schrijf jij je in voor t gala zo? ,1
119653,Ik sta haast in afferden,1
119667,Pap kan ik zo even op en neer kachelen naar afferden want ik heb mn oplader daar en ik heb m echt nodig voor morgen,1
119671,Heb je eraan gedacht dat ik vanavond gewoon mee eet,1
119674,Rond 9 uur? Hoe laat wil je terug gaan?,1
119730,"Ik kom over een kwartiertje ofzo, ok? :)",1
119764,We rijden om  vannacht weg,1
119780,Geregeld je kan mee eten :),1
119822,"Ik ga morgenochtend zwemmen, dus dan douche ik daar :)",1
119851,"Even ter info: ik ben vanavond naar m'n ouders en blijf daar morgen, maar ik zal zondagmiddag terug zijn dus kan ik  eten geven.",1
119949,Iris! Wat een geweldige dag om jarig te zijn :). Er is een kans dat ik tot 9 uur moet werken. Anders kom ik. Of vier je het s middags?,1
120005,"Hee, sorry ik kan morgen niet komen. Zelf heb ik de laatste tijd erg weinig geld en er is iets niet goed gegaan met loon van  waardoor we dit weekend echt geen geld hebben om naar  te komen. Normaal krijgt hij elke woensdag loon, maar deze week is er wat mis gegaan. Hij is er al achteraan gegaan maar ze kunnen er nu niets meer aan doen omdat het loon automatisch gaat. Hij krijgt zijn loon nu pas woensdag weer. Vind het echt heel jammer maar wij kunnen morgen niet langskomen. 😔sorry vind het echt heel erg jammer. We hebben geen geld voor de benzine of de trein.Wilde je wel weer graag zien. Zal ik anders binnenkort een keer doordeweeks naar je toekomen ?",1
120090,Rij nu terug,1
