id,text,label
117059,Dat slaat eigenlijk ook nergens op haha,0
117060,"Het is volgens mij echt een leuke kerel, mooi als hij erbij komt! Het is niet alleen aan het bestuur om daarvoor te zorgen, vind dat de jeugd hierin ook een kleine taak heeft",0
117061,Zullen we dan samen eten woensdag? Met z'n [REMOVED] en?,1
117062, Hoelaat ga je naar huis? ,1
117063,"Ben thuis aan de studie, zie je tijdens college 😉",1
117064,Vandaag mondelingen Nederlands. Morgen Vermeer. Nu dom genoeg nog wel op en meer naar [REMOVED] voor college.,1
117065,"Maar als hij net droog is, laat hem dan nog maar binnen hoor",0
117066,WAAROM REAGEERT JE NIET? IK ZIET TOCH BLAUWE VINKJES?!,0
117067,We moeten maar even zien haha,0
117068,Maar het duurt sowieso maar even en het heeft ook niet echt haast,0
117069,LAAT MAar,0
117070,Dus miss kunnen we samenfietsen,1
117071,"Ik ga ju naar de uni, als je zin hebt in koffie kwartiertje voor les let me know!",1
117072,Maar ja.. [REMOVED] avond genoten en de rest...,0
117073,Je muur...,0
117074, Hoe laat anytime? ,1
117075,En nu twijfel ik natuurlijk weer,0
117076,Maar daarnaast lijkt t me wel beperkend voor jo,0
117077,Lekker dagje weggeweest met pa?,0
117078,Hoef dit weekend maar van [REMOVED] tot [REMOVED] te werken,1
117079,Hoelaat?,0
117080, Die laatste is heel vaag ,0
117081, Gegarandeerd lachen echt waar ,0
117082,Nee sorry net morgen moey ik wel eerste uur naar school,0
117083,Heb echt geen zin vandaag Mja geld verdienen h,0
117084,Waarheen?,0
117085,Schoenen kopen gaat niet door... Wat is het plan rond [REMOVED]? Is het ver reizen? Is het duur? Hoe laat zouden we terug zijn? Dan wil ik misschien toch wel mee,0
117086,Waar?,0
117087,Of ik de auto mee kan nemen vanavond 😘,0
117088,Dan ben je in de buurt 😜,0
117089,Is wel savonds ofc;),0
117090,Maar hij zei dat je kan komen wanneer je wilt en het duurt tot zes uur,0
117091,Stuur die blz eens,0
117092,Kunnen jullie me vanavond ophalen bij maud,1
117093,Maar het is bijna het einde van de avond,0
117094,Is goed! Onder de klok in het [REMOVED]? Dan kunnen we even vragen of het bestuurshok vrij is en anders zoeken we gewoon beneden ergens een plekje,1
117095,Ik ben helemaal vergeten je beschermers mee naar den helder te nemen 😱! Had je er haast mee? Want anders neem ik ze volgende week gewoon mee,0
117096, Moet morgen [numerical_value] uur op de soos zijn ,1
117097,"Tante maria belde me net trouwens, ome theo heeft nog geen idee hoelaat hij precies in cuijk is, maar ik moest m vrijdag maar bellen en zeggen waar ik precies stond wqnt anders kleine kans dat ik m zag",1
117098,En twee weken geleden had ze [REMOVED] zo weinig zuurstof als papa,0
117099,Ik eet bij m'n ouders en zou daarna met Kas boodschappen doen voor familieweekend maar die doet hij nu in z'n eentje,1
117100,Maar ze zei dat ze het vandaag af zou hebben,0
117101,Ja elke maand [REMOVED] he.,0
117102,Mijn ouders en broertje komen graag zondag op de thee. Zelf ben ik er vanavond of morgenochtend weer (etentje in [REMOVED] [REMOVED] dus misschien slaap ik bij [REMOVED]),1
117103,Heb je de auto nog nodig het weekend????,1
117104,Jij slaapt er vanavond?,1
117105, Waar ben je eten? ,0
117106,Weet ik niet precies. zes uur - half tien?,0
117107,"Als het leren een beetje oke gaat kom ik s avonds wel,",1
117108,Kijken veel vrouwen daarnaar?,0
117109,Eerder is wel leuk maar zeg maar wat jij wil,0
117110,"Heej, ja sorry was op stal en had m niet gehoord. Maandag ging wel prima. Ga morgen naar papa om vrijdagochtend vroeg weer naar de school te gaan.",1
117111, Kom je zo anders even langs? Samen eten? ,1
117112,Vrijdag voor de kwek is er de kwek-prom omdat het evenement al [REMOVED] jaar bestaat,1
117113,Nah beetje natte sneeuw de hele dag,0
117114, Hoelaat ben je er dan denk je? ,1
117115,Ja samen eten is ook leuk idd!!,0
117116,"Ik ben er rond 10, nu nog in [REMOVED] [REMOVED]. Maar jij bent er vanmiddag dus wel?",1
117117,Vertel morgen maar,0
117118, Jaa dat komt morgen😉 ,0
117119,Carmel komt vanavond ook wil je mee?,1
117120,"Bah, echt zwaar irritant!",0
117121,Als je er bij nadenkt slaat het nergens op,0
117122,Zie jullie al samen in die keuken,0
117123,Poepje! Ik ga nu slapen. Ik hou van je! Ik zie jou overmorgen! 😘,0
117124,Samen fietsen? Tien voor tien coffeeshop?,1
117125,En dan stuur ik dat je terug vanavond oke?,0
117126,Dan kunnen we het papieren komende week voor de vakantie inleveren,0
117127,Wat een kut opdracht is literatuur,0
117128,Straks wordt je ontslagen haha,0
117129, Was een mooie avond! ,0
117130,Wat heb jij dit weekend?,0
117131,Het zijn iig allemaal.vrouwen voor zover ik kan zien ;,0
117132,Hoihoi hoe heet de collega van je vader die ook naar mannenweekend gaat?,0
117133,Is cool tot straks ;),0
117134,Dacht dat die andere [REMOVED] zouden samenkomen,0
117135, Vanavond mijn huis. Trek maar iets moois aan ,1
117136,Maar wist je ook dat V zeer veel last heeft van ochtendzieke,0
117137,Een pakketje bij de slijter halen voor iemand die zaterdag jarig is,0
117138,Waar ben je???,1
117139,"Hoi! Ik heb nu college van een mevrouw die [REMOVED] heet, waarom moet ik nu aan een orkaan denken?",0
117140,O haha heb niks gemerkt! Ja is snel gegaan hè! Nee ik ga morgen ook niet! Nog even een extra dagje vrij hè!,0
117141, Morgen heb ik trouwens dat gesprek ,1
117142,Kan je toevallig ook een uurtje later?,1
117143,Ik heb ook gewonnen vandag trouwes!,0
117144,Waar gingen jullie heen dan?,0
117145,Waar was jij gisteren?,0
117146,Ik doe rond half tien boodschappen. Wie eet er mee vanavond?,1
117147,"Ik vroeg me iets af: je zei gister dat we geen gezamenlijke conclusie hoeven te schrijven, maar hoeven we dan ook geen eigen conclusie te schrijven aan het eind van iedere analyse? Waarin dan staat dat HH de maatschappij weerspiegelde?",0
117148, Hoelaat sta je op.? Ik morgen ook nog dingen doen ,0
117149, Dit is mijn avond eten ,0
117150,"Best slecht volgens mij, maar dat hoor ik morgen wel",0
117151,Waarom niet de lijst eigwnlijk,0
117152, Jij zit toch niet in de weekend Cie.? ,0
117153,Thanks dan verplaats ik hem zo,0
117154,Waar heb je de [REMOVED] [REMOVED] neergelegd,0
117155,Ik heb een voorkeur voor donderdagavond,1
117156,"Ik heb trouwens wel foto's gemaakt met de camera, dus die laat ik je wel zien als je weer thuis bent ;)",0
117157, Gast waar ben jij ,0
117158,Wat wil je afspreken? Wil je me morgen ochtend een berichtje sturen over hoe je je voelt en dan beslissen hoe of wat?,1
117159,Stuur eens door😉,0
117160,Wilde je nog mee naar [REMOVED] vrijdag?,1
117161,"Ik heb nu vergadering, daarna kun je eigenlijk ieder moment komen",0
117162,Zeg maar. Dan laat ik ze morgen thuis of geef ik ze aan jeroen bij cc,1
117163,En dan winnen ze samen een kwart miljoen omdat zij hem nog steeds wil nadat hij z'n ware identiteit onthuld heeft,0
117164,Maar dat neem ik zondag dan wel mee,1
117165,Echt waar,0
117166,Waar zijn je huisgenoten dan? ,0
117167,"Neh man, moet morgen weer naar school",0
117168,Als ik op dinsdag wakker word denk ik altijd,0
117169,Dag dag,0
117170,"Oké tot morgen dan, hoe laat zal ik er zijn?",1
117171, Tuurlijk ,0
117172,Ik ben geland maar de koffers zitten ergens vast ofzo dus duurt wat langer...,0
117173,Daarna heb ik dan een date ;),1
117174, Nou ik ga niet te laat ,0
117175,zeven uurrrr,0
117176,Die laatste is vooral voor mama :p,0
117177,Waar is holland spoor?,0
117178,"Haha, en hoe laat is da ongeveer?",0
117179,Ooh sorry ja gezien,0
117180,Naar huis tentamen heb ik maandag en vlgnde week vrijdag..,0
117181,Nu met mn ouders in het airport hotel na vandaag beetje door [REMOVED] tr hebben gewandeld,1
117182,Sinds donderdag,0
117183,Ik weet niet wiens eten ik jat maar ik maak tosti's met het stokbrood dat hier hard ligt te worden en parmezaanse kaas die volgens mij vorige week al op mijn plankje lag maar die er goed uit ziet,0
117184,Er staat drie maanden houdbaar na openen... En hij ziet er nog goed uit,0
117185," Chapper is geweest, [numerical_value] tent is al opgezet, briefjes doe ik dadelijk door de deur, jij kunt komen wanneer je wilt, wilde jij hier mee eten? Kipfilet bonen en aardappelen ",1
117186,ja maar wanneer,0
117187,Ik had zijn fb al wel gezien maar kon niet goed zien of hij het was haha,0
117188,Maar vroeg klaar waarschijnlijk;),0
117189,Ik zal je waarschuwen als ik door mijn kleine verzameling heen ben,0
117190,Euhmmm weet niet of jij nog graag een film wil zien anders kunnen we wel via netflix kijken,0
117191,"Maar ik was bang dat ik niks meer kon doen dit weekend, dus heb ik dit maar zo gedaan!",0
117192,Voor racen morgen,0
117193,Happy birthday [REMOVED]!! Hopelijk heb je een leuke en fijne dag al vandaag en tot vanavond! Xx,1
117194,Dinsdag rond [REMOVED]?,1
117195, Zien wel ,0
117196,Hoe laat ben je thuis?,1
117197,Was er koopzondag ofzo,0
117198,En toen was het ineens twaalf uur,0
117199, Maar voelt ook zo omdat we normaal  elke dag elkaar zien/naaien😀 ,0
117200,Eind vd middag,0
117201,Beetje mij lekker zitten maken met de appelmoes laatst,0
117202,[REMOVED] vraagt om het voorstel van bij haar eten een week uit te stellen,1
117203, Ja [numerical_value] uur kan!! ,0
117204,Heb je morgenavond tijd?,1
117205,Echt lullos dat wij noeitscmervsamen staon@,0
117206, Je moet t met een gegronde reden aanvechten anders kan je t volgend jaar opnieuw doen ,0
117207,Is goed. Het is voor mij een beetje schipperen vandaag. Jullie willen alle [REMOVED] bijles 😋,0
117208,Veilig terug in NL! Ik blijf zeer waarschijnlijk vannacht bij m'n ouders slapen en kom dan morgen richting [REMOVED],1
117209,Oke ik heb vandaag wel echt geen tijd,0
117210,Maar wel zwaar,0
117211,Ik eet wel om [REMOVED] want [REMOVED] judo. [REMOVED] wij dan samen eten of eet je liever later?,0
117212, Hoelaat zullen we doen? ,1
117213,Dan ben je er al vroeg toch?,1
117214,Eerder olivier hansworst,0
117215,"Maar ik kan deze week sowieso geen bijles geven, heb veel deadlines en tentamens",0
117216,"Hoi marieke, zal ik de formulieren morgen inscannen en mailen of wil je ze per post?",0
117217,"Dat moet je wel maken, maar is dat niet voor de wg van volgende week of ben ik nu in de war?",0
117218,"Hahaha, volgende x ga je gewoon mee ;)",0
117219, Moet straks.nog wel langs huis. Ben me sleutel en portemonnee Vergeten ,1
117220,Ik kan je wel meeten op het station als je wil?,1
117221,Wel slim om geel aan te doen vanavond,0
117222,"En ik wil graag overleggen wat voor mij het slimste is, maar dat kan pas maandag en ik misschien kan ik nog bij neijt, met jullie, meedoen",0
117223,Oké😅 Ik oefen ze allebei en ik neem ze maandag allebei mee,0
117224,Ga morgen naar Klaar..mss weet zij wat..😕,0
117225,Eh er moet ook wat waarheid in natuurlijk,0
117226,"Is het goed als ik morgen iets eerder kom, dat we iets meer tijd hebben? Half [REMOVED] ofzo?",1
117227, Ff de samenvattingen doorlezen ,0
117228, Wie is hoofd van t sabre weekend? ,0
117229,Ik hoor het uiterlijk woensdag,0
117230,Tot morgen,1
117231,Vanmiddag als ik thuis ben,1
117232,Avontuur is voorbij: niet toegelaten tot ronde [REMOVED],0
117233, Vannochtend gebeld en kan meteen langs komen ,0
117234,"Je moest toch bij de eerste vraag bij bod aangeven welke twee definities hij geeft, dus de traditionele en pragmatische? Nu moet je zijn manier van behandelen (dus waar zijn focus op ligt) daaraan koppelen",0
117235,[REMOVED] en mike kome straks langs,0
117236,Fietsen wij samen vnv?,1
117237,Kan morgenochtend ook,0
117238, Half [numerical_value] trein of [numerical_value] uur? ,1
117239,Ik heb gisteren gesquasht en vanmorgen gezwommen en morgenmiddag ga ik hardlopen,1
117240,Oja dat klopt! Dat was deze week al,0
117241,Waar wordt je afgezet,1
117242,"Ik bedacht me dit laatst,  zo van het is Kerst,  mensen zijn thuis met Kerst..  Nu ben ik blij 😊",0
117243,Wanneer ga je richting stad?,1
117244,Dus ja... Dat wordt voor mij ook een avondje studie -.-,0
117245,Hoe laat gaan jullie eten? :) Want ik kom van een verjaardag,0
117246,Haha die laatste is wel goed,0
117247,"Nee want moeders en kind liggen nog [REMOVED] dagen in de kliniek. En Erna kan pas richting Pinksterweekend, en we gaan wel samen, dus over [REMOVED] weken ben ik daar.",0
117248,Je kaart uit [REMOVED] is aangekomen vandaag. Ze waren er blij mee. Bedankt! Xx,0
117249,Als je toch nog voor andere dingen naar de winkel moet mag je voor mij wel een pak melk halen [REMOVED]:) maar anders haal ik die zelf morgenHeb trouwens nog vla staan voor toetje,0
117250, Maar moeten wel rekening houden met hoe we dat dan mee die vuurkorf willen gaan doen ,0
117251,Ja maarja telt gwn zwaar mee,0
117252,Ik zou ook liever [REMOVED] zien,0
117253,Ja. Met surgical management bedoelen ze bypass. Die andere is dotter + evt. stentplaatsing.,0
117254,Hadden we Voor mogen opvanguur [REMOVED] werk gekregen?,0
117255,Dat is prima. En dan woensdag niet? Of allebei?,0
117256,Of twaalf uur,0
117257, Jaa overal waar het kan domme kut ,0
117258,Helleuu! De laatste vakantie-uurtjes zijn aangebroken :'( Hoe laat pakken jullie morgenvroeg de trein? Xxx,1
117259,Moet je morgen nou al afrijden?,1
117260,Had eerder gezegd dan,0
117261, Leuke avond gehad? ,0
117262,Jij hebt wel een weekendtas toch?,0
117263,Wil in elk geval niet al te duur uit zijn :p,0
117264,Okeee ik ga morgen wel met zo'n bord lopen dat je aan kan trekken,1
117265,Ohja ook handig en dan wanneer ik langs kan komen ook nog!,0
117266,Hij moet morgen middag naar school,0
117267,Nja jij en drugs gaan vast niet samen ,0
117268,Misschien kunne we toch [REMOVED] samen fietse!!!,1
117269,"[REMOVED] is [REMOVED], santa fe is [REMOVED] totaal. Het belangrijke verschil is dat de eerste stapelbedden heeft en de tweede tweepersoonsbedden. Laat maar weten wat jullie voorkeur heeft, ga ik gelijk boeken",0
117270,He sander ik ga denk morgen naar die masterclass. Kw voor [REMOVED] bij cc[REMOVED] toch? ,1
117271, Weet ik niet. Heb net pas voor de dag erna vrij gekregen ,0
117272,Ga je vanavond trainen? Ik ben niet thuis Moet werken. Xxx,1
117273,Nou dan krijgen we dat zaterdag wel af!,0
117274,Kan niet zien of er banen vrij zijn,0
117275,Ok we zien het wel verschijnen. Heb jij [REMOVED] nog ingelicht?,0
117276,Kun je een appje stueen als je het verstuurd hebt?,0
117277,Ik kan vrijdag zowieso niet mee naar paardrijden,1
117278, Kan hier heen komen maar kan je niet voorzien van bier. Ben out of ammo ,1
117279,Doe ik straks ik moet nu werken,1
117280,"Ik was ernstig aan het kloten met het avondeten, de oven wilde niet warm worden, en toen ik mijn maaltje op had was het tijd om naar de kruidvat te fietsen om [REMOVED] op te halen voor  bandavonddingetje",1
117281,Kerstavond is altijd met ons drieen kadootjes.. en [REMOVED] januari vind mama geen fijne dag want dan moeten we de familie af..,1
117282,"Hey sineman! Denk dat je het wel naar je zin hebt in [REMOVED] met iris!😎 ik had een vraagje: donderdag heeft mama haar laatste chemo en ik wilde er een speciaal tintje aan geven. Ik zat eraan te denken om haar mee te nemen naar de juwelier om oordeel, ketting of armbandje te laten uitzoeken. [REMOVED] vond het ook een leuk idee en doet mee met een deel van het bedrag. Ik weet nog niet wat het gaat kosten, maar zou jij het ook leuk vinden? Je bent natuurlijk niet verkocht ;p als het te duur wordt, heb ik altijd nog een spaarrekening waar ik wat extra vanaf zou kunnen halen en dan betalen jij en [REMOVED] gewoon wat jullie zelf willen :) veel plezier nog en de groetjes aan iris! ",0
117283,[REMOVED] ouders konden niet dus kon jij in hun plaats haha,0
117284,"Haaa zus,   jaa dat zal wel lukken haha :) en dankuwel, ben best bang stiekem, je krijgt de groetjes van oma die wel [REMOVED] zei dat je een schat van n keind was haha      wil je.trouwens even de naam van het hotel doorgeven? De ouders van shanice hebben m ook niet..    heeeel veel plezier, ik ben jalpers hoor ): en tot vrijdag xxxx ",1
117285,"Hee! Gaan we woensdag samen naar dat feest of ga jij met mensen van campus in beeld [REMOVED]? Ik zag dat jij ook ging [REMOVED], mss kunnen we van tevoren wat afspreken. Xx",1
117286,Maar vroeg het me gewoon af,0
117287,Nee nog steeds nie maar ik was ook ziek toen je dat stuurde over de link,0
117288,[REMOVED] kan trouwens niet tegen rubber dus als je van plan bent ballonnen op te hangen moet je haar waarschuwen dan neemt ze een of ander pilletje op,0
117289,Ja:( we zijn beiden wel druk denk ik. Jij ietsje meer waarschijnlijk:p,0
117290,Gordrmorgen [REMOVED] haha,0
117291,"Nou ten eerste eten we pizza vandaag, whether you like it or not!",0
117292, [REMOVED] zenuwachtig voor morgen ,0
117293,Kik heb vandaag ook al gemaild voor t rooste,0
117294,kwart voor een werkcollege,0
117295,Hoooi [REMOVED]! Hoe laat wilt u daten vanavond?,1
117296,Vandaag op de sportschool gezien dat ik sinds januari [REMOVED] kilo kwijt ben.,0
117297,Dat kan ik me voorstellen :). Weet je trouwens al of het zwart is of niet? Want anders moet je iets doen met je loonheffingskorting voordat je straks alles mag terugbetalen. Wil ik je wel mee helpen als je er niet uitkomt.,0
117298,negen uur sta ik buiten hoor haha,1
117299,Jaa wil ik ook maar gwn irritant enzo en het liefst gwn gezellie samen wakker worden enzo 😣,0
117300,[REMOVED] daarna arbriten,0
117301,Ik heb vandaag college gehad van huub van den bergh en hij zegt dat hij spelling haaaat:p,0
117302,"Hee  ik ben vanochtend wakker geworden met een raar pijn geval van m'n nek tot onderin m'n schouderblad aan de rechterkant, zeer vervelend en als dat aanhoud ga ik morgen sws niet mee. Ik wilde je wel eerder sms'en maar ik zit al de hele dag te wachten tot het weg gaat, wat nog niet is gebeurt",0
117303,Meid ben je al in nijmegen vandaag,0
117304, Waar zit je mee? ,0
117305,"Best prima, is gewoon gistermiddag nog vrolijk naar een of ander college te gaan terwijl ik hoestend probeerde te slapen bij zijn ouders op de bank... Ik was zieliger dan hij haha",0
117306,"Ze was kk boos op jou, ook omdat je al die foto had gestuurd",0
117307,"Hai simoon, je hoeft niet op ons te wachten, wij zitten nu nog in de auto, zullen waarschijnlijk of precies om kwart voor daar zijn of ietsje later",1
117308, Bas is heel verontwaardigd ,0
117309,Die laatste heeft [REMOVED] al gezien,0
117310,Voor mij is het morgen weer volop aan de stage,0
117311,Nee dat hoeft toch niet dan moet ze vier keer rijden! Ik vraag straks wel ffkes,0
117312, Ik rij nu naar duiven en daarna nog ff naar de soos met marius ,1
117313,"Heb geen idee wat ik moet schrappen, dus laat het maar zo...😬",0
117314,Op je verjaardag niet?,0
117315,Waarschijnlijk,0
117316,V laat dat nooit zien als ze zenuwachtig of zo is,0
117317,"Heej, wat voor beleg heb jij allemaal nog maandag? Voordat [REMOVED] en ik dingen dubbel halen. Xxx",1
117318,"Haha ik ben er echt even helemaal uit, maar zit er zondag vast weer in ;)",0
117319, Ga je nog wat leuks doen vandaag? ,0
117320, Laat maar even weten als je er bent ,1
117321,Dus ik weet niet of we elkaar nog zien,0
117322,Oke heel gedoe maar zaterdag kunnen we wel nasr de kermis,0
117323,Dus ik werd vandaag in een keer gebeld van je moet nu werken waarom ben je er niet enzo,0
117324,Hahaha morgen?,0
117325,Van hoe laat tot hoe laat ben je aan het fitnessen? Ik heb nl zes uur tot ongeveer zes uur afspraak,1
117326,Jaa echt fucking duur,0
117327,Ja was leuk. We waren naar kronenburg hebben we ff gezeten. Toen zijn we naar de kaai geweest. En daarna was jett rebel in het valkhof,0
117328,Uur of acht?,1
117329,En ik had vtijdag nnieuwe schoenen gekocht,0
117330,Ik hoef helemaal niet in leiden te zijn verder vandaag dus ik vind het handiger als ik thuis eet,1
117331,Ja ik ook haha..  wanneer zijn jullie klaar met eten want wij zijn meestal vroeg klaar met eten..,0
117332,Hoe laat morgen? En moest naar [REMOVED] beukenlaan toch?,1
117333,Wat doe jij dan de hele dag,0
117334, Morgen weer lekker naar nijmegen meid. ,1
117335, Yo morgen treintje om half [numerical_value] ,1
117336,"Hoi florien. Ik app even mijn andere bijlesleerling van morgen of hij wat eerder kan. Je hoort van me, ok?",0
117337,"Wel prima; pap was vrij moe vandaag, maar opzich gaat t wel hoor ;)",0
117338,Veel plezier vanavond!!,0
117339,Ik ga trouwens rond [REMOVED] of half twaalf uur weer naar huis,0
117340,[REMOVED] mei is dinsdag hè,0
117341, Ooh. Zuur ,0
117342,Ik heb nu heey hoe gaat het gestuurd,0
117343,"Tot vijf uur ongeveer, toen was bijna iedereen erlangs en zaten we voort in de zon;)",0
117344,Wanneer?,0
117345,Staan we daar straks kan t niet 😂,0
117346, Soms mag ik een week op het huis en de dieren passen als ze weg zijn ,0
117347, Ooh laat maar heb hem al ,0
117348,Want ik moet smiddags weer naar fleur voor die versieringen enzo,1
117349,"Ik heb ook ineens een middag vrij, ben ik niet gewend😋 maar heb nog geen zin om aan verdieping letterkunde te beginnen",0
117350, Ben over een uurtje terug ,1
117351,"Hee, ik vrees dat ik vandaag nog wat werk moet doen",0
117352,We gaan eerst vergaderen en hebben om [REMOVED] gereserveerd. Als het al niet meer gezellig is bij de cocktails kan ik als je nog niet in bed ligt ook nog bij je thuis langskomen als je wilt. Zien we vanavond wel,1
117353,Ik wist dus niet hoe laat t was.,0
117354,"Aan alle meisjes,Ook dit jaar spelen we weer een spel. Het is heel simpel in ik wil dat jullie allemaal meedoen. Vorig jaar moesten we allemaal de kleur van onze bh in onze status zetten. De mannen waren dagenlang verward... Ze vroegen zich af waarom alle vrouwen een kleur in hun status hadden staan. Dit jaar gaat je status over de kleren die je draagt. Het is de bedoeling dat alle meiden dinsdag [REMOVED] oktober een zwarte broek aan doen   stuur dit berich door naar alle meisjes die je kent. LET OP: ALLEEN AAN MEISJESVorig jaar was dit spel zo'n succes dat het zelfs in het nieuws kwam. Dat proberen we dit jaar weer! Stuur dit bericht prive door naar vrouwelijke contacten.• massabericht •Lezen!!!!!!!",0
117355,Donderdag,0
117356,En jij natuurlijk ook als steun hih,0
117357,Waar woont ie,0
117358,Zin om met mij te eten vanavond?,1
117359,Waarover hadden jullie het?,0
117360,Jaa! Hebben rapunzel gekeken want die had [REMOVED] - hoe schokkend!  - nog niet gezien!,0
117361,"Prima hoor, ik kook wel wat. Kan je vanuit het station gelijk mijn kant op en dan staat het eten klaar 😁",1
117362,"Maar daar kun jij natuurlijk helemaal niks mee, met die houding van hem nu",0
117363,Maar jammer dat ik je niet zie vanavond!,1
117364,Is het een benefiet waar je fancy gekleed heen kan?,0
117365,[REMOVED] ellen en daphne gaan waarschijnlijk niet mee,0
117366,ja om negen uur,0
117367,[REMOVED] is om vier uur op [REMOVED] centraal.. Zullen we daarheen gaan? dan kunnen we niet verdwalen,1
117368,"Hij heeft [REMOVED] middagen nodig en vraagt €[REMOVED] per uur, [REMOVED] ging nog kijken of haar vader wil bijdragen",0
117369,Dan moest je zeggen dat [REMOVED] toch altijd slecht weer is? En er was ook dat in frankrijk mooi weer is en dan vroeg zij kan je hier goed surfen en dat kan goed en dan vraag je of ze mee wil doen met volleybal en dan zegt zij oui en dat was gesprekje [REMOVED],0
117370,[REMOVED] wanneer gaan wij samen wat eten? :),0
117371,"We willen al om [REMOVED] de bus hebben. En [REMOVED] gaat ook mee :pMaar ik vind het leuk als je meegaat, al vind ik wel dat we dan ergens volgende week alsnog wel moeten teeën of zo.",1
117372,Uhm rond vijf uur,0
117373,Kiekeboe! Where you at? Tijd om een dezer dagen even te skypen over komende zaterdag?,0
117374,Hij doet het waarschijnlijk om dat het anders gewoon bot is,0
117375,Ja hou wel van avontuurtjes ;$,0
117376,"Ooooh de laatste Spatial Action, hoe durf je :P",0
117377,Oke dan zien we elkaar n andere keer weer :),0
117378,Dagg,0
117379,Of naja natuurlijk in zekere zin wel,0
117380,"Hoi mop! Hoe is het daar? Ik zit nu in de trein naar werk. Ben maar beetje eerder, moet nog eea doen. Ik heb trouwens de laptop helemaal voor je opgeladen mocht je breaking bad willen kijken",1
117381,Ook beetje duur,0
117382,"Hey, fijne vakantie gehad? Ik heb mijn tentamen toch nog gehaald met een [REMOVED] en een opdracht die ik in moest leveren met een [REMOVED] :) Zeg je het ook tegen ons mam? Tot zaterdag xx",1
117383, Ik ga straks naar de huisarts ,0
117384, Toch niet om wat je gisteren nog vroeg? ,0
117385,Dinsdag,0
117386,Je bent welkom vanaf vroeg in de ochtend ;),1
117387,Hoi liefje! Ik ga ook nu slapen. Ik hou van jou! Tot morgen!,0
