id,text,label
117713,"Wel een meisje die graag een ""gay vriend"" hebben. Zat ze daarvoor op. Wat een kneus. Ook meteen afgekapt nu",0
117714,Ze liet zelfs fotos zien die ze samen met de cast van die show had gemaakt,0
117715,Ja volgende x beter,0
117716,"De mijne was [REMOVED] euro. Ik kan jullie zijn naam doorgeven, hij zit ook op marktplaats. Moet je alleen wel ergens in overijssel die fiets ophalen",0
117717,"Hee, hoe was je week? Ja [REMOVED] is wat mij betreft prima, mn trein is er ook om [REMOVED] als t goed is ;) Die uit [REMOVED] ook of niet?",1
117718,Deed jij [REMOVED] dagen?,0
117719,Is er morgenavond ook iemand? Ik eet bij [REMOVED] want zijn huisgenoot is een weekend weg en hij heeft ook katten...,1
117720, In de mood voor een geile avond in m'n eentje 😉 ,0
117721,Cool cultuurcafe over [REMOVED] min?,1
117722,Ik heb menig studentenkamer gezien wat meer op een schoonmaak hok leek,0
117723,Niet voor vier uur liefst :p,1
117724,moet vandaag ook weer met m sluiten oftewwl alleen,0
119101,Joo sander al onderweg? ,0
119102,Thanks :D,0
119103,Ik fietste net achter jou😂😂,0
119104,Even bijkomen? 😜,0
119105,"Kan ik met het biertje trouwens ook doen, hoef je geen nieuwe te halen",0
119106,"Ja gelukkig wel, waren gewoon mn darmen",0
119107,Tsss,0
119109, Kk veel stress door die bar en geen tappers voor t open feest ,0
119110,Hmm laat maar ik zie dat we inderdaad iets dubbel gedaan hebben,0
119111,Maar ze heeft beloofd het voor zich te houden,0
119113,Ik lijk lol,0
119114,BUT I KNOW IT'S JUST A HAAAAAAAND 👋,0
119115,Ik werk 9 uur per week bij de c,0
119116,Zit je deur nog op slo,0
119117,Hihi,0
119120,Hielke heb jij op je laptop ook enig overzicht van welke dingen jij gedaan hebt?,0
119122,Zeg heeft  recht op eten of zeurt hij gewoon ontzettend?,0
119123,Ja ik zie het ,0
119125,Dat zeker ,0
119126,Mn camera is niet zo scherp 😅,0
119127,Jaa is goed,0
119128,Hahaha!!,0
119129,dankuuu,0
119131,Ik stond echt gwn bijna een half uur in de rij door een opstopping. Iedereen zat zo te zien op internet,0
119133,Hij was vergeten dat hij ons ook les moest geven. Dus toen kwam hij nadat hij gebeld was drie kwartier te laat. En toen moest er een andere groep in ons lokaal en mochten we mee naar de afdeling cardiologie en heeft hij daar de rest van de WG gegeven.,0
119136,Ja gaat beter!,0
119141,*indd,0
119145, Lekker! ,0
119146,Jaa hoor hahahahaha,0
119149,Nee ;p,0
119153,Hij wil er een korte reeks over schrijven maar waar weet ik niet.. Hij schrijft voor een filosofie-website maar of het daar nou interessant voor is...,0
119154,Maar als ik met  pak aan erheen ga hoe nemen we dat pak dan weer mee terug?,0
119155,"Maar woensdag kom ik denk ik wel even langs, ook al is mijn hulp dan niet echt nodig",1
119157,Ja,0
119159,Voor jou?,0
119160, Ik rij morgen om half [numerical_value] aan ,0
119162,Half ?,0
119163,Oh die zeven ging perongeluk,0
119164,Hoe ging het ?,0
119165,Oh ik heb trouwens overdag snack en savonds aqua,0
119166,Ja,0
119167,Dan ga ik toch voor  over ,0
119169,Ja,0
119173,Ja,0
119175,Die twee voor je appen ook met elkaar,0
119176,"Oh ja. Ben nu niet thuis, zal m morgen even zoeken en een foto maken ervan",0
119177,Ja daarom werk ik bij t meerdal en ben ik niet in londen,0
119180, Joo ,0
119181,Ja ik ook,0
119184,Het is nl half uurtje fietsen enkele reis...,0
119185,Nou dan niet,0
119186,Draaamaaa,0
119188,Ja,0
119189," Jezus, dat is moeilijk zuur! ",0
119196,Durf ik niet aan,0
119197,Al helemaal gewend aan je nieuwe telefoon?,0
119200, Heb ik niet gedaan. ,0
119201, Neem je wel te telefoon op? ,0
119205, Please ,0
119206, Moet ik anders straks voor je koken? ,1
119207,Gesprekken zijn loessoe,0
119211,echt he,0
119212,Billenman haha,0
119213,Dankuu,0
119214,Cute x,0
119215,"Heujj! Wifieeee! Nou, geniet lekker van de rust thuis, alvast heel veel succes donderdag met je examen en tot vrijdagavond!  xxxxxx ook voor pap, mam,  en de visjes ;p",0
119217, 😔 ,0
119219,Tekenen,0
119221, Snel schatje! ,0
119222, Ai dat is wel een eindje ,0
119224,"Zou wel handig zijn, dikke voorsprong met Frans :D",0
119225,Jazekers,0
119226,Heeeeeeeeel,0
119228, En is breder dan alex ,0
119229,Ik zal het wel niet stelen,0
119230, Ben al klaar dus ben wel om [numerical_value] bij jou ,1
119232,Hahaha 😉,0
119233,Ga ik die regelen :),0
119235,Maar we gaan niet samen ik zie je morgen pas,1
119236,Hoe vind je het inmiddels om penningmeester te zijn?,0
119239, Oohhja zag de advertentie!! ,0
119240,"Hoi liefje! Ik ben nu net thuis, maar ga zo naar de film met dorothee. Kan ik je zo ff bellen?",0
119241, Waar staat dat konijnenhok? ,0
119242, Mijn fiets is alweer gemaakt ,0
119247,Ja,0
119248,Ja,0
119250,Lig een beetje voor Pampus uit te buiken nu,0
119251,😊,0
119252,AAAAAH,0
119253, Ja was prima. ,0
119254,Ja denk het ook wel ooit,0
119258,Slaap lekker!!,0
119259,Wij zijn ook iets later. Stappen nu op de fiets,1
119262,En ik ben er over ongeveer  minuutjes,0
119263,Jawolll,0
119264, he rest in peace ,0
119265,Lekker cheap haha,0
119266,Sjit,0
119267,Lets go to radstake en dan stalken hahahahaha,0
119268,Haha echt top indd,0
119269,Hee  ik belde net ,0
119270,Heb m tegen m'n laptop geoefend,0
119271,Oh:s en wat zij je dan? Of niet echt een antwoord gegeven,0
119275,Ik wist het!,0
119276,Nee ik zei dat het goed ging en dat hij moest stoppen met smsen;p,0
119277,Vast wel! Jaartje knallen nog:),0
119279," , klein beetje duurder maar wel iets beter dan die ",0
119281,En  ook niet,0
119282,Dat is de opdracht,0
119283, En krijg net te horen dat ik een vd drie tentamens niet mag maken ,0
119285,Mijn moeder gaat mee,0
119286,Okay:),0
119288,Haha nice ;),0
119289,hooooi,0
119290, En een man enz ,0
119292,Nehoor,0
119296,"Maarre... Hoe weet hij allemaal precies hoe het in elkaar zit? Is hij voorzitter van hoe heet zoiets, vereniging van eigenaren?",0
119297,Ja,0
119298,Gewoon shots van veel mensen die plezier hebben met muziek eronder,0
119299,Tsss,0
119301,Omdat ik opeens een competitieve drang in m'n onderbuik voelde opkomen,0
119304, Gelukkig heb ik de strippen kaart npg 😉 ,0
119306,"Te knap, voetballer toch?",0
119308,Om een uur of ?,0
119309,Oh. Opbellen?,0
119313,Kreeg een standaardantwoord terug,0
119315,Mooi,0
119316,😊,0
119317,Voor het eerst EHBO in de praktijk toegepast. Een vingerdrukverband aangelegd bij mijn moeder die zich in de vinger had gesneden.  Ach ja klein beginnen enzo 😉,0
119322,Die weet dat,0
119323,"Maar wss doen we hele concrete hoofdvraag als Hoe kun je het effectiefst leren voor een examen, want dat heeft betrekking tot iedereen zeg maar en dan doen we als deelvragen Hoe werkt het geheugen en welke leerstijlen zijn er enz",0
119324,Jaaa! V :D,0
119327,Ja,0
119330,Ik wilde het gewoon even zeggen:p,0
119331,Do you want to be my date? :),0
119332,Ja daarom,0
119333,Ok top,0
119334,Of ben je er heel nuchter doorheen gestruind?,0
119339, Je bent toch met de auto denk ik toch? ,0
119341, Half [numerical_value] ben je hier? ,1
119343,Er is ook een blote konten voorkant maar deze is in de mediatheek vgm,0
119344,Nee van m'n step,0
119345,Heeft al chips☺,0
119346,Ja,0
119347,Oh wacht  is het goede antwoord. Dus dan bedoelen ze denk ik toch na het dotteren.,0
119348,;),0
119349,Zeg jij maar hahaha,0
119350,Vreemd,0
119351, Ja beetje wel 😊 ,0
119352, Doe ik ook niet ,0
119353,Ja,0
119354,Aah arme jij,0
119355,Okay:),0
119357,Zo hee,0
119358,Hihi,0
119359,Ja er zitten meer nadelen aan dan voordelen hoor ik zo,0
119361,"Haha ja presentatie ging zoals geoefend! En we zijn nog los geïnterviewd! Haha, giller van de eeuw xD",0
119362,Ja,0
119364, Ik ga duimen voor  ,0
119367,Welke onderdelen zijn er eigenlijk bij de ema's?,0
119368, Ik ben half [numerical_value] klaar denk ik ,0
119370,Nie zo veel hoor ahaha,0
119374,Dus dacht ik nog maar even op de pauze te waxhten,0
119376,Wie gaat er weg?,0
119377,Haha succes ,0
119378,Oh ok cool,0
119379,Ga wel nu de kaartjes kopen,0
119380,nu nog zu hause,0
119381,Oh zo,0
119382,Ik moet gaan sorry tot morgen,1
119384,Ik zet het wel op de wiebetaaltwat,0
119385, en ,0
119386,Ik heb trek in een mcflurry,0
119387,Haha:p je flirt gwn met taylor,0
119388,Wou*,0
119390,Jahoor komt goed:),0
119392,Saaiheid haha,0
119393," Nee, lig dood op de bank ",0
119394,Heel leuk!,0
119397,En je had het waarschijnlijk niet door maar je hebt me overgehaald,0
119399,Dramaaa,0
119400,Ben je een beetje het hoofdstuk doorgekomen?,0
119401,De hotelkamer is relaxed :),0
119402,Daan en ik fietsen met z'n tweeën,0
119407,Heb geen zin,0
119408,"Haha oké, ik begin nu met koken",0
119409,Tot straks maxie!!,0
119411,Ja is goed,0
119413,Ga jij naar gym?,0
119416,Hij komt naar mij,0
119419,Ik zit im de bieb ,0
119420,"Jaaa ik ook, wordt echt vet denk ik!",0
119422,Hoe zo,0
119424,Ik meer van jou! Hoe is het met de monsters?,0
119427, woonde jij toevallig op  ?,0
119429, Kom er zo aan ,1
119430,We doen toch dinsdag,0
119432,Maar ook over bio enzo,0
119433,Ja,0
119434,Vgm is t  per  cinder blocks,0
119436,Ja echt super hoog,0
119437,Ja ben er best wel bang voor,0
119438,Haha goed punt toch maar geen deo,0
119442,Lol is niet erg meid,0
119444,Tot morgen!,0
119445,Ik ook. Al was dat wel een beetje een gok.,0
119447,Goed he?,0
119448,Niet officieel uitgesproken ofzo,0
119449, Beter dat we snel seks hebben ,0
119450,Dus ik moest blijkbaar gister al van half 9 tot  en vandaag en zaterdag,0
119452,Fonologie doe je vrijdag?,0
119453,Klopt,0
119459,Kan. Ik fiets om half 9 aan :p,0
119466,Gelukkig want ik durf er toch niet in ;D,0
119468,Ja,0
119469, Was wel leuk ,0
119470,En ik had ook gelijk die samengevat boekjes gehaald,0
119475,Heb net me salaris binnen van de tempelier dus die gaat naar brussel ,0
119483,Aan de ene kant vind ik zo reizen wel leuk omdat je veel ziet enzo maar het is wel heel vermoeiend hahaha,0
119487,Ew,0
119490,Em de ,0
119491,"En voor de theoretische inkadering, moet je dan een van de approaches kiezen ofoz? ",0
119492,Uh nee haha,0
119493, Lekker! ,0
119498,Wat was de arrow terug kijk site? :),0
119500,N keer,0
119507,niet,0
119510,Want het klikte naar mijn gevoel best wel,0
119511,Wat in een tentje?,0
119513,"Gemopper, gemekker, gezanik en gezeur! ",0
119514,En ik kan Engelse woorden niet spellen,0
119516,Dinsdag rond ?,0
119517,Maar denk wel goed genoeg,0
119521,Wordr je daarvoor opgepakt?,0
119522,Haha dit heeft met schuld daaraan niets te maken!,0
119524,Ja,0
119527,;),0
119529,Jaa is goed,0
119530, Daar zeg ik ook niks over ,0
119532,Tja onze magnetron en oven zijn hetzelfde ding,0
119533,"supersaai feestje eerst natuurlijk, voor die mannen, kom ik ineens binnen",0
119535,Vooral ongesteldheid toch?,0
119536,Nee nog niet..,0
119537,"Ik zag net om  voor  dat je eigenlijk de pagina van de literatuur moest inscannen en als bijlage moet toevoegen. Toen had ik er alleen geen tijd meer voor, dus ik hoop dat ze citaten en duidelijke bronvermelding ook goed vinden.",0
119538,Nee vgm niet,0
119539,"Ehm niet echt... College , en moet 16 in   zijn (lezing met studievereniging) en in de avond  Debat",0
119540, #Superlekker ,0
119541, Had ,0
119546, Wat jij wil ,0
119548,Zij stelde het voor hahaha,0
119549, Okee chilll ,0
119551,Omfg,0
119552,"Nee, dat was . Super irritant dat hij zo laat alles aan het schoonmaken is. Hij heeft ook een aparte vuilniszak gepakt en die half volgegooid ofzo, lekker handig  Ik zal zo een muizenval in de keuken zetten ook.",0
119553,Wat ik heb alleen het onderwerp en wert dus niet of ik dat nog moet doen 😋,0
119559,Hoi liefje! Ik zit nu in de trein :). Ik zie jou vanavond :). Love you!,1
119563,Alleen heb ik nu geen toets hahahaha,0
119566,Tijdens muziek toets😂,0
119567, Moeilijk kut ,0
119568,Normaal weet ik er maar  nu wist ik ze wel paar,0
119569,Kan jij vandaag afspreken,1
119570,Hmmm,0
119571,Jij was wel best stil deze week soms,0
119572,Als t toch maar  euro is,0
119574,Hihi,0
119576,Hihi,0
119578,He maat thanks,0
119579,waar?,0
119580,Haha is goed hoor !!,0
119581,Is ook d,0
119582,Wij zijn underground,0
119586, Laat hem je brede borstkas zien! ,0
119587,Maar je bent nu dan bij  dingetje?,0
119589,Vond t  van de aardigste😂,0
119590,Ok tot dalijk xxx,0
119591,I ❤️ u  ,0
119592,Ja,0
119593,Raar!,0
119594,Was paar keer dom bezig haha,0
119598,Zo lullig dat het op je verjaardag is..,0
119599,Haha heb je navigatie? Anders ik wel on my phone,0
119600, en ,0
119601,Eten wss zondag niet mee,0
119603,Als ja langs mij huis fietst eerste straat rechts,0
119607,Zal t niet doorlullen x,0
119609,Ja beter dan niet halen he ;),0
119610, Nu echt? ,0
119611,Ben je nu fan geworden?,0
119613,WAs geen grapje,0
119614,Volgende keer ga ik lekker naar de taptoe,0
119615,Er is niet meer afl op de wereld,0
119616, Weet niet schat ,0
119617,Hahah muts,0
119619, Niet echt volgens mij ,0
119620,Ahw :),0
119625,Take him,0
119626, Ben niet saggerijnigggg ,0
119629,tats a bummer,0
119630,Vanochtend verjaardag van noa nichtje gehad,0
119631,Ja,0
119632, Succes ,0
119633, Ja lekker met jou chillen ! ,0
119636,"Hahaha, ok, komt goed dus ",0
119637,Idk 9 uur?,0
119638, En stef dan die is toch indirect vice praeses. Kan die de visitatie niet doen? ,0
119639,,0
119642,Leuk dit. Oh ik hou zo van uitval in de ochtend,0
119643,Ja heftig,0
119644,Ja ik had door die ruil met JJ  keer achter elkaar de badkamer maar had hem redelijk goed gedaan en hij was niet veel gebruikt dus dacht ik kan hem wel nog een keer doen maar dat is een beetje onzin (aangezien ik de week daarvoor hem op zondag gedaan had of zo),0
119646,Jawohl,0
119647,Ja,0
119648,Prima!,0
119649,Hahaha maakt niet uit joj,0
119650, Schrijf jij je in voor t gala zo? ,1
119652,Duss behalve het lelijke onoverzichelijke gebouw is het te doen,0
119653,Ik sta haast in afferden,1
119655,Zoals in een duikboot weet je wel,0
119656,Hoe was het in t museum?,0
119657,Picknick :D,0
119661,Ja,0
119666, Nee heb ik ook geen zin.in. Dus zal nog wel is rustig vertellen ,0
119667,Pap kan ik zo even op en neer kachelen naar afferden want ik heb mn oplader daar en ik heb m echt nodig voor morgen,1
119668,Echt een mooie telefoon,0
119670, 😊 leuk ,0
119671,Heb je eraan gedacht dat ik vanavond gewoon mee eet,1
119673,Maar ik spaar voor een fiets,0
119674,Rond 9 uur? Hoe laat wil je terug gaan?,1
119675,Ja,0
119679,V en [[[]]] geloven het,0
119681, Ben nu bij hem ,0
119682, Wat kut ,0
119684,Ik stuur ze iig :),0
119688,Buitenkunst*,0
119689, En een broodje kaassouffle ,0
119693,Ja is goed,0
119694,Ja is goed,0
119695,Wie komen er allemaal?,0
119700,En ik ben ook beter in mensen enthousiast maken over iets wat ik heel graag speel ipv iets wat ik maar zo zo vond 😇,0
119701,Kklijer,0
119703,Bahbah,0
119704,Ik heb andijvie gehaald voor vanavond!,0
119705,Hopelijk haha,0
119706,maar daar staat nog niet erg veel in,0
119709,Ja,0
119710,Dan en ik wel klaar,0
119713,Moeder al overgehaald om je krantjes te doen?,0
119715,Oh jee,0
119716, Als jij ff thuis wilt slapen is dat ook niet erg natuurlijk ,0
119719, Ben nu even bij Ben ,0
119722, Heb hem al opgebeld ,0
119723, Een na laatste snap moest niet naar jou. ,0
119724, liefde! ????,0
119725, Ja die kut hoer ,0
119726,Dat doen we wel,0
119728,Ik had hem gisteren geokt op twitter,0
119730,"Ik kom over een kwartiertje ofzo, ok? :)",1
119731,,0
119733,En dan gelijk tv uit en douchen!,0
119735,En helemaal mooi dat je e nu n stuk beter voelt!!!,0
119736,Wij hebben sr gekeken en nou santa claus .. En ja de kadootjes zijn uitgepakt!,0
119739,"Haha, wel beetje laat, maar goed😜",0
119741,Spinazie vandaag,0
119742,Heeeey juuntjeeeeee,0
119743,Qua uiterlijk,0
119744,Ja doe maar:) maar ik wil maandag wel Alles weten!!!,0
119745,Houd op:),0
119746,En gezellig:),0
119748,Vanavond gaat niet meer sorry:/,0
119751,We hebben t  ste  volgende periode,0
119753, Jij in je oude kamer? ,0
119754,Opweh,0
119757,Haha mama vroeg net: komt judith vanavond ook? :),0
119758,Ja oke,0
119759,Hihi,0
119763,ja ja ik weet! Schon pletje!,0
119764,We rijden om  vannacht weg,1
119767,Zoek t op haha?,0
119768, Vind het goor ,0
119769,Beter ,0
119770,Hihi,0
119771,Hahaha nouja voor zijn doen wel dus,0
119774,Heeeyy,0
119776,Ew,0
119779,Nou volgens  ging haar vader altijd sporten met  en dat verhaal over dat  alleen hulp zou krijgen met een huis kopen als ze met  zou verhuizen...,0
119780,Geregeld je kan mee eten :),1
119781,Ja dat wilde ik zelf ook zeggen ;),0
119782,Stap wel in de goede bus want dat deden wij niet :p,0
119783,Maar ja ik vind het ook irritant,0
119784,A je telefoon,0
119785,Ja en wel voor de intro anders duurt het te lang haha,0
119787,VenD echt leer sta al in de rij bij kassa,0
119789, Ben ff pauze houden ,0
119793,Ja ben weer beter thanjs,0
119795,Ja,0
119796,Ja,0
119797,Kan ik nu gewoon echt niet hebben,0
119799,Zwaar leven.,0
119800,Oke doe maar,0
119804,Ik had die jaap ff volgverzoek gestuurd op V dr account,0
119806,Wel uiterlijk ,0
119807,Hihi oke ik ook bijna,0
119808,Want als ze wat riepen was t een heel ander gelui,0
119812,Mannschaft is een team,0
119813, Zo gemotiveerd ben ik nou ook weer niet ,0
119817, Heb ff oplader bij jou opgehaald en ook [numerical_value] bier mee genome ,0
119818, En dit zijn collegas ,0
119820,Hmm okee 👌,0
119822,"Ik ga morgenochtend zwemmen, dus dan douche ik daar :)",1
119823,Haaaaiii Lol die luiheid van het niet  willen typen dus foto XD,0
119826,Thans,0
119828,Anders doen we dat morgen wel na lyrik,0
119829,Heel veel groetjes van iedereen hier!!,0
119831,Kan ze opzich wel gwn weggooien,0
119833, Maar mis je wel ,0
119834,Ja,0
119835,O dat klinkt me heeeeel erg bekend voor,0
119837,Neeeeeehhh ik ben sins kiort allergisch voor het ,0
119838,nee alleen met jou,0
119839,Ja maar,0
119840,Half  tot ,0
119841,Komt mitchel niet?,0
119842,Hahaha. Toedeloeeee,0
119844,weet je waar we zitten,0
119847,Nu kwart voor 9,0
119848, Hhahah is goed 😉 ,0
119851,"Even ter info: ik ben vanavond naar m'n ouders en blijf daar morgen, maar ik zal zondagmiddag terug zijn dus kan ik  eten geven.",1
119853,Yesyes,0
119857,Bij de tafels op de tweede verdieping.,0
119860,Nu nog toestemming...,0
119863,Ook :),0
119864, Hahah dat was wel erg ja ,0
119865,"Joo , vraagje. Ik moet whats app gesprekken insturen voor een corpusonderzoek van whats app gesprekken voor mn master. Mag ik dit gesprek insturen?;)",0
119869,Mooi,0
119871,Hahah nee tuurlijk niet,0
119872, Stephen ,0
119873, Lig op de bank voor de tv omdat ik nu niet de mood heb om daarheen te lopen. ,0
119875,Ja,0
119879,Maar wat moet er dan gebonden worden?,0
119880,Weltrusten,0
119883,Heb je hem echt niet anders opgeslagen?,0
119887, Ik shake helemaal ,0
119888,Maar ga morgen op bezoek,0
119889,Het is wel een lekker positief stem geluid,0
119890,Bedankt voor de tip,0
119891,"Nou, ik moet het inleveren voor het college van morgen en ik vind het te laat om in te leveren om twaalf uur want dan kan ze het niet meer lezen :p",0
119892,"Trouwens...als ik zo eventjes niets zeg dan kan dat...heb op dit moment en in mijn volgende trein wifi, maar op het station zelf nog niet....😬",0
119893,Ja,0
119894,,0
119898,Any advice?,0
119899,Ik ben hier voorlopig al dik tevreden me,0
119900, Facking ver ofniet? ,0
119901,Haha om te messen,0
119903,Zit je in de intercity:p?,0
119904,Die trein ging  over weer rijden... Roepen ze om: deze intercity maakt een extra stop in driebergen-zeist!,0
119905,Ik zou zeggen naar een van die secretaresses; ik heb van het weekend even gezocht en er is zo'n lijstje met alle vier de secretaresses van ciw en eentje daarvan gaat over de roosters; wacht ik zal even kijken of ik die terug kan vinde,0
119909,Oke zal zeggen,0
119911,Oh wat leuk!!!!!!,0
119913,Weetniry,0
119914,Ja best wel en nu gaat t ook wel weer goed,0
119916,Heb alleen groen in ,0
119918,Heb jij trouwens een leuke foto van ons samem?,0
119920, Tuurlijk schat. Jij kan dat 😘 ,0
119921,Jep is goed!;),0
119923,"Ja, samsung galaxy s+",0
119924, Dit is pas opwindend ,0
119926,Is ook zo,0
119927,Half ?,0
119928, ? ,0
119929,Haha hoezo jij gaat toch ook niet,0
119934,Waarom?,0
119936, Moeilijk kut ,0
119938,Ja wtf,0
119939, Joo ,0
119940,De tijd zal wel weer de educatieve rol op zich nemen,0
119943,suv down,0
119944,Ja,0
119947, euries,0
119949,Iris! Wat een geweldige dag om jarig te zijn :). Er is een kans dat ik tot 9 uur moet werken. Anders kom ik. Of vier je het s middags?,1
119953, Was gisteren uit 😂 ,0
119954,Of niet?,0
119955,"Ik ben vanavond tot heel laat in , ik ga vanavond al naar een voorstelling:)",0
119958,hee ik ben net klaar,0
119959, Had je mij gebeld? ,0
119960,Lachen maar vertel nog wel,0
119961,"Rustig aan, geen haast! ;p",0
119962,Ja vrijdag natuurlijk haha😅,0
119963,Welke trouwens? Ik weet de AH bij de  in de buurt te vinden,0
119964, ook gelukt,0
119965,Sorry liefje!,0
119966,Ja wtf,0
119968,"Okayy, oja wist ik, en dank u",0
119969,Ja,0
119970,Ik zie het,0
119971,Met jullie? Hoe staat het met jullie tuinhuisje?,0
119972,Laatmaar ik weet t al,0
119973,😊,0
119977, Ja sorry we konden niet zoveel doen ,0
119978, Nee dat is het probleem niet. Heb een software update op mn computer gehad en nu heb ik kennelijk geen  meer. Dus dat moet ik even er op zetten en dan is't weer gefikst. ,0
119979,In ,0
119980,Chocolade,0
119981,En nope bij de bershka,0
119983,ssssssss,0
119985,Moeilijke jongen,0
119986,En daar een persoonlijk leerdoel aan koppelen,0
119988,Was huub,0
119991,Ik ben onderweg naar sascha,0
119993, 9 uur,0
119997,Oehh nice,0
119998,Maar als er nog maar  teams zijn zijn alle leuke spelers weg,0
120000,Ja maar da willen we wel.. welke snoepjes bedoel je precies?,0
120001,Of een Engels ontbijt! ,0
120002,Das n stomme vraag,0
120003,Nee ik denk dat ik het wel snap! Dankje!,0
120004, Zijn er nog meer? ,0
120005,"Hee, sorry ik kan morgen niet komen. Zelf heb ik de laatste tijd erg weinig geld en er is iets niet goed gegaan met loon van  waardoor we dit weekend echt geen geld hebben om naar  te komen. Normaal krijgt hij elke woensdag loon, maar deze week is er wat mis gegaan. Hij is er al achteraan gegaan maar ze kunnen er nu niets meer aan doen omdat het loon automatisch gaat. Hij krijgt zijn loon nu pas woensdag weer. Vind het echt heel jammer maar wij kunnen morgen niet langskomen. 😔sorry vind het echt heel erg jammer. We hebben geen geld voor de benzine of de trein.Wilde je wel weer graag zien. Zal ik anders binnenkort een keer doordeweeks naar je toekomen ?",1
120008,Ik hou wel van ijs,0
120009,Ik eet morgen ook thuis misschien meteen even voor twee dagen halen?,0
120011,Ik ga mn mondkapje wel vast zoeken :p,0
120012,Nah G,0
120016,Ben in ap!,0
120017,"Erg interessant, maar ik vind het niveau nog wel laag.. Mag wel wat meer diepgang",0
120018,Chef hoorde net van pj van buza,0
120022,Haha :p goedzo!,0
120025,Dus ik neem aan dat klopt,0
120026,O ja?,0
120027,Je gebruikte hem zelf de hele tijd hahahaha,0
120029,"Haha ik snap het wel, heb dit al vaker gezien",0
120030, Kak ,0
120031,"Aha :p nou ik blijf niet zo lang, ga half 9 ff bij me kamer kijken en dan thuis wel verder ",0
120034,hoe gaat het met jou?,0
120036,Haha hilarisch,0
120037,"M'n moeder zei trouwens ""Ooh ja dat is een bekend probleem als je meel te lang laat staan... Ze maken er ook van die draden in hè?""😧",0
120039,Dankjee 😚,0
120042,Dus precies genoeg:),0
120047, Als t me lukt ,0
120048,Hoofdpijn,0
120049,Mams/paps brengt je wel op en neer want anders komt je sporttas er niet haha,0
120050,Toch?,0
120052,Haha och meiske toch :(,0
120053, heeft net de toneelgroep gemaild en daarin gezet dat hij het leuk zou vinden met een groepje erheen te gaan ^^,0
120054,Hihi,0
120055,En we eten bami,0
120061, Genoeg slaapplekken ? ,0
120063,Gen idee nog waar ik die vandaan moet halen..,0
120065,Hee willy ik haal even biertjes,0
120068,In ,0
120070,Als we het nog  keer gecheckt hebben,0
120074,Da's fors. Van heel Heineken Zoeterwoude?,0
120076,"Ik ben even snel tjinta uitlaten, maar daarna ben ik er gewoon weer enzo",0
120081,JAA,0
120084,Dus dan ben ik al op de sportschool hihi,0
120087,Thx,0
120089,Oh oh,0
120090,Rij nu terug,1
120092, Pff ik trek het echt niet meer ,0
120093,Oh dat is niet erg!,0
120096, Niet chill ,0
120097,Niceeeeee!,0
120098, zelfde werkstuk inleveren,0
120099,Eek die zanger heeft echt een heel naar heel erg Amerikaans accent,0
